Id,Review,Label
98333,"Although the content is good, the course itself does not reflect in any way what a good asynchronous course should be. Where is the discussion board? How can one communicate with the instructor or with other classmates? Although peer review of an assignment is one aspect of asynchronous and synchronous education, said assignment should also be reviewed by an instructor, especially when said instruction carries so much weight. In addition, I think overall the tests are unfair. I was marked wrong twice for a question that asked my opinion! Also, in the ""check all that apply"" questions, if one misses one of the answers, the whole question is marked wrong. Finally, many of the test questions themselves are irrelevant to the content of the course. One last thing- the course says it's a five week program, but there are only 4 weeks. Something needs to be adjusted.",1
97642,it was halful,1
25104,"I suggest to do this course ONLY if you're doing whole specialization.Course is simply bad, teacher doesn't give to much information and project is very hard to finish.",1
25125,"The cloud computing service with amazon described in the course is not free anymore. I was charged money for using it. The course also took much more time to complete than I wanted to spend. I believe a better design of the project could lead to a more efficient, less frustrating learning experience. Details below.The usegalaxy server was extremely slow. As shown in the course, I installed an instance of galaxy in the AWS/Amazon Cloud. I was under the impression that this was a free service for the first year. Amazon has changed its interfaces and I could not do the installation as recommended. But I managed to run a few analyses with some workarounds. I did not explicitely terminated the galaxy instance for ~ 6 days. Charges of $280 accumulated.The course project in week 4 was far beyond what was covered in the lectures. It took me a whole week, spending multiple hours every day. Many dead-end roads coupled with extremely long run times on the galaxy servers resulted in very inefficient learning and many frustrations. Help via the discussion forum was critical to design an analysis pipeline - so thank you Dejan and all contributors for the support.This is not a course I could easily do part-time: I don’t have time to read the fine print on what is available for free on Amazon, nor do I have time to go through all of the tools on galaxy to find out what would be the best for my analysis.On the positive side: I think Galaxy is a great tool.",1
82805,"In fact, this is an inconsistent attempt of re-implementing previous FRP course from the same authors. FRP course had many issues about homework/lectures being poorly related, this one is even worse. This is very frustrating, as a topic itself is one of the most interesting ones in today's software engineering.",1
13493,To lock assignments for money is disgusting.,1
104003,"This course is poorly designed. What course on a programming language jumps first into how to use the debugger and what went wrong with a program? You are not introducing Swift, you are introducing xcode (and doing a terrible job of it). Also, I have been using xcode and Swift for 8 months now and producing some really good work, but I could only get 3/7 on your quiz because you have written questions with the purpose of tricking people instead of reinforcing or checking knowledge of the content.When you teach a new application, consider introducing the interface first. Explain what the various areas are, what they are needed for, and how to control them. This orients the user in the application and helps them to find their way around when they are trying to reinforce your teachings later.The presentation for this course is so unprofessional. It's like a running commentary on a movie instead of an educational presentation. I felt like I was listening to two geeks stuffing around and having a good time, instead of people who are professional teachers!I'm so incredibly disappointed with this course. Back to the wonderful work of Paul Hegarty from Stanford University on iTunes University and YouTube for me.University of Toronto - you should really consider what your teaching staff are doing before you unleash them on the world.",1
27354,Very bad or non-existent support,1
20795,no one would take this course any more.,1
98325,"I would have given this course NO stars at all if that option were available!!!The course is designed in contradiction of all the principles it preaches--there are no forums for the students, there is no way you could contact the instructor, the instructor keeps reading badly, stammering like a first-grader, speaks monotonously and there's no interaction whatsoever!Furthermore, there are mistakes in the quizzes and you have to choose blatantly wrong options if you want to get the 100% score!Although the subject matter about Virtual Instruction is pretty interesting and the instructor made it sound like the most boring thing in the world!Many of the links are outdated or not working at all and often the documents she refers to are 10 or more years old. Bear in mind that Virtual Instruction is a fast developing field and the technology as well as the legal framework are changing very fast too.In a nutshell, if this course were not a part of a Specialization track, I would not have paid for it.Unless you want to do the specialization, I wouldn't recommend this course or any by the UC Irvine because all of the lack forums and no channels for communication with the instructors!!!In one word BAD!",1
86253,very redundant and lacks diversity,1
41900,"This course was required by my director, but it is not for those who have no background in law (which was the case for the group of us at CDC who were required to take this). It was very difficult to iuinderstand and I did not think it was a ""beginner's course for no",1
17068,Hated the course and the content. I truly regret investing my money on this course.,1
16886,"Neither statistics nor R was covered in any meaningful way. At the end of the course, you are left with frustration for having to jump through the loops, but no understanding of the principles. I am a college instructor for Statistics, having graduated from a PhD program - even with that background I could not follow the instructor.The course designer never considered the audience, and never identified the goals of this course. The instructor was lost between teaching R and teaching stats, so in the end he did neither. Worst course I have ever taken, both online and face-to-face.",1
105986,"The distributions were not well explained, it could have been handled in a much better way!",1
94438,Not worth it for the bucks.Instructor has tried his best to make no sense of the subject.I would be happy for a refund.,1
31331,low-level content for people with no teaching background,1
15250,Completely useless. Just a number of boring videos of what you may possibly learn in Data Science Specialization.,1
50305,"Study material DOES NOT cover tested material appropriately. For those quizzes I took, I ended up doing them by trial and error. Took one of them seven times just changing answers. Quiz 3 is so ambiguous that I am giving up.",1
90991,Poor alignment between assignments and lectures. Lots of content poorly explained.,1
41708,"Unfortunately, this is one the worst paid courses I've taken on Coursera. The material is very brief, the assignments are poorly explained and structured. As with all the other sections in this specialization, there is no feedback for professor or TAs, which is very-very frustrating.",1
14901,Not useful at all if it's audited.,1
1726,"The instructor is VERY bad at presenting. SO dry and monotonic. Omg, I really want to learn all this but can't stand him talking.",1
69826,The subject seems so interesting but we need more historical information. It's nice to have a personal point of view but it is difficult to follow the process then.,1
95972,"Course 1 was really enriching, but this second stage didn't achieve the level that it's supposed, videos should be remake in order to connect with learners, materials should be upgrade to fulfill expectations.",1
15103,"Not really enough content to be a course in it's own right, should be additional material as is useful, but definitely not a requirement.",1
103315,"This course ""talks"" about a really important subject. - that is probably one of its key benefits.I got really passionate and worked hard on the theme, and after completing I felt that It did not gave or matched the expectations on the course name/subject .Benefits:1)Important theme ( within business context) discussed with good videos and references2)Historical perspective on Creativity is sound3)Prof. Shlomo Maital is a warm, highly informed and passionate person about the subject.4)The course in week 2 and 3 makes you think on your one key creativity processesAnd it almost stops there since the purpose of the course gets flawed by the lack of requirements in the peer review, supporting materials and forum ""health"" that is why the course talks does fail in training/ teaching.Key points to not advice this course - at least in the paid version - see until n.51) Lack of support materials2) Support based on the ZIZOZI book to be bought outside of the course cost3)Reading of the ZIZOZI book in the context of the course ( with some answers to the quizzes being in the book and not in the course material)4) Dive into very interesting methods made only superficially ( Da Vinci Method, IDEO pex) with needs to be explained further.5) Complete or near complete lack of requirements for the classification of the peer review, making it very flawed ( see the definition of scalability per example and how to rank it)6) Forum use and reply almost near nullnessI do expect this course to be revised deeply in its execution. ( See per example Agile from Darden to benchmark).",1
55132,I am trying from last 5 days to start my enrolled course but error message is displaying Everytime. Kindly solve my problem.,1
41480,"They push the University of Maryland way too much, the book and the videos have much of the same content. The book that you buy is written by the professor who runs the course which I do not agree with. The book could be more direct in how it gives you the lessons.",1
105412,"The title of this course is Paradoxes of War. One of the paradoxes is how little paradox there is in war, after reviewing and reflecting on the lectures and the reading materials.",1
7786,"I am really disappointed with the content of this course. If what you're looking for is the most basic of information on making better choices and remembering to wash your cutting board after handling raw meat, maybe this course is for you. If, however, you come to this course wanting specific information about how to build great meals for babies, toddlers, and young children, or you'd like to know how their needs change over time, this course is not for you. I was hoping for information like how to teach your toddler to chew/eat difficult things (ex: whole apples). I wanted to know at what age/weight you switch to 2% milk. I wanted to know how many calories a meal should be based on height and weight and how that changes over time. I wanted to know medically verified tips on getting the right amount of each nutrient into a toddler's diet and what, if any, extra vitamins should be added. I wanted tips on weaning if you're still nursing a toddler... I guess I just wanted more.In addition, the quizzes are so easy as to be silly. Actual quiz question and correct answer: Which is NOT a good way to approach grocery shopping if healthy choices are desired? Answer: Visit the supermarket hungry and walk through the candy aisle first. COME ON! Did I need a Stanford University course to tell me that one?!?!?While the instructor is knowledgeable, this course is geared toward someone with NO knowledge, not someone who wants to gain a deeper understanding. The videos are painfully slow (am I waiting for a doodle here???) and I could read the entire course worth of transcripts in under a half hour rather than go through all of the videos. And the recipes... good god! I don't think that someone interested in learning more about child nutrition is needing a slow tutorial on how to make basic oatmeal on the stove top. If she'd upped the game- showed basics and then talked about the benefits of adding, say, chia seeds, different fruits, flax, etc. and how best to make a basic bowl of oatmeal into a complete breakfast, that would have been a useful topic.I'm just hugely disappointed. This course is best suited to perhaps a health department; not to someone seeking college level information about a topic that matters to their children's lives.",1
5552,This course offered nothing significant or new to anyone who has spent any time around business or government negotiations. It really seems as though the instructor either assumes all of her students are completely inept or that because it is a free course that producing a reasonably viable product is not necessary.,1
78511,"I am very disappointed with this programming course. The course lacks detail and deepth and could be taught in 45 to 60 minutes instead of 7 weeks. The quizzes and assignments were to easy and basic (solved in less than 5 minutes) and definitely not enough. Annoying was the overuse of colours in almost every video (almost everything was coloured - highlighting everything is just as usefull as highlighting nothing, green box with white text inside - did you try to read that on a different monitor than yours?), the pointless and useless doodles, smilies and whatsoever, wasting my time by watching you dispose your teabag/drinking tea or coffee/talking about your mug/etc., why do you even need to drink in a 20 minute-or-less video. The Tutor tried to loosen a dry topic. Mostly it wasn't my humor but I can live with that. I had hoped for more :(",1
16018,This course doesn't offer much of a learning curve. I would rather suggest taking Data Visualization Using Tableau by Duke University.,1
558,"If you don't speak Chinese it's a terrible course...The lectures are recorded from lectures at university and the rhythm is very slow and not very well explained (at least the first week). The transcriptions into English are incomplete, so understand this course is very very complicated.I do not recommend it at all.",1
66736,"I was enrolled in the full specialisation and things went great for the 2 first courses i did, which were mostly peer-review-based (logistics & sourcing).With this one i gave up feeling really unassisted and unable to get answers to my feedback requests. no feedback is provided when you ask something in the forums, ever.When you flag a milestone because of technical issues you won't be ever answered (even when you upload screenshots as proof).The practical exercises with spreadsheets are poorly explained and even contradicted, especially as far as cutting and/or rounding integers are concerned. this is something that can prove 'costly' when doing the quizzes I failed all the questions of all the quizzes for all the attempts I tried. I'm not sure if this is coursera's fault or rutgers' but i don't think i will take ever another course (paying) here in coursera with these kind of calculation quizzes, it's a waste of time.I can't imagine how a mathematical or programming course must be with this poor approach of assessing the results. I suppose I will be censored if I explicitly mention similar sites to coursera but these kind of tests and quizzes are much more better addressed.In a nutshell, I subscribed to the full specialisation paying 45 EUR per month, the first month I was able to certificate myself with the 2 first I did ( logistics & sourcing), this second month (planning & operations) that has just started I gave up, so my final outcome is 2 certificates for 45 EUR each one.Tolerable but you'll never get me here again.",1
99673,"The qiuz are managed terribly, full of error and I seriously doubt the professor ever seen these quiz before. The Course suit for a beginner but a bit fragile, I expect more about building a usable model. This course need serious review.",1
69586,Im not finishing it since in the test are missing a lot of sounds ..............,1
72394,"Not recommended at all. She gets some things right, but really wastes the opportunity to drill the most fundamental and important point about philanthropy: namely, that the most important factor in assessing a non-profit's value is effectiveness, and non-profits vary in their effectiveness by many orders of magnitude. Furthermore, a small number of Charity Evaluators and Meta charities have identified those charities which most effectively address the most common values of aspiring philanthropists.I don't recommend this course for anyone. Rather, I would strongly encourage anyone seriously interested Giving to check out Peter Singer's course, ""Effective Altruism"".",1
49622,"got to pay, but besides that it's more about him talking less learning about anything",1
103964,"After 97% of the work completed, I have to admit that this course is NOT GOOD. The instructor is not actually the professor himself, and they do lots of mistakes in the videos. You do not learn anything that helpful, and perhaps the actual Swift documentation is way more clearer than this course is.",1
12538,Got lost and left behind very quickly even after watching videos numerous times and doing additional research. There were videos missing even with deadlines approaching. Some videos were very well explained while others I didn't understand at all.,1
83945,Too basic for programers,1
42066,"Well, while I felt really frustrated after having played ALL of this course videos, I have first put very negative comments here for its reviewing. I have then been kindly asked to reconsider my comments under the light of the usefulness of this course to some audience. For sure, it might be that I was not of the attended audience. And I still think that this course was of no interest to me - this is the reason why I'm still pleased not to have paid for its useless certificate. Nevertheless, this course might be of interest for some students. This is definitively true. So, let me suggest a new title for it: ""Design and Make Infographics for the Dummies"". Because that's it! This course is definitively perfect for the ones who know nothing about Infographics and they might enjoy it. Finally, I shall neither modify nor remove my previous comments on the examples used by the author.Please notice that Coursera still gets all my confidence about the usefulness and the quality of their proposed courses. For instance, just have a look to the course ""Machine Learning"" of one of its co-founders, Andrew Ng.------------------------------------My previous comments here below:For sure I was not the correct audience for this course. But nothing useful to be learned in here. Karl Gude is too much speaking of what he has formerly done, which is of only interest to him. I dislike the examples he uses : violence, sex, illness, accidents, weapons, war, drugs - and fruits, ok. Are these the only topics of interest to him? Finally, it appears that the $45 certificate does not worth it. I'm pleased not to have paid for it. And I definitively not recommend this course. Waste of time if not even waste of money.",1
16708,assingnments are not grading .so i do not have reason to study something that can't finish,1
90626,"A lot of things to improve, specially thr learning courve is from 1 to 100 and a lot of pre knowledge need, your future public is the hobby robotics people who want to expand their knowledge, a litlle more weeks maybe two can increase the likes for the course. Check this one Control of Mobile Robots you can get an example of a good learning curve",1
13716,"The peer reviewed assignments are next to useless, as there is no oversight on them. I think there needs to be a basic comprehension assessment done first, before allowing fellow learners the ability to pass/fail students in the course.",1
67065,"This class was extremely disappointing. While the material is interesting and the mathematics and computer science are excellent, the format of the course makes substantive learning difficult. The crux of the course is based on lecture videos. Unfortunately, the videos amount to the professor simply reading off Powerpoint slides with occasional quizzes in the video. There are only 4 programming assignments, the first of which demanded a total of 2 new lines of code. Later assignments are more involved, but there are still only 4 of them. I for one only learn effectively when the class is engaging. That means slightly more dynamic lectures, more involved assignments. I don't learn or retain anything meaningful from powerpoints and multiple-choice quizzes, and I know that many agree. If you're the kind of person who can learn from reading a powerpoint slide, then you'll be fine. I got nothing out of this course.",1
24906,"If you have any experience with websites, this course is not for you: it is merely about the soft stuff. Got a couple of nice links to color scheme generator et cetera, but did not deliver what I thought it promised.",1
63628,Really bad explanation no code explain they left you on your own i'ts supposed to teach you not to left you undestand nothing they just teach components but the real thing the progaming is undeground no one knows that kinda weird :(,1
90101,"Could have been awesome course if it discussed some detailed approaches. Only 3 panning approaches discussed in 4 weeks, thus disappointing.",1
48424,joe warren ur better than this,1
103877,"At first the presentations are really on a semi professional level (copy & paste codes, making errors without knowing the cause). They show a lot what can be done with swift but the never show/mention what it's really usefull for (no ""real life"" usage just snippets after snippets).To few practical doings (mostly only quiz stuff)",1
79698,"The titles are interesting and curious to read, but the language is presentation of ideas is not coherent. The teacher does not provide practical techniques that can be used by a startup for marketing . I wish there were many more examples given and an applicable technique presented, that I could use as an entrepreneur.",1
92903,"Honestly, I'm very disappointed with this course. The content taught in this course is not in accordance with the assignments. It is like someone taught to be a builder and asked to build the Brooklyn Bridge ... Not fair at all.If you are going to ask to build a bridge, teach me how. If you teach me how to be a builder ask me for a wall, not a bridge.",1
18001,"A list of research papers to read further that's it. The course is too short to cover the subject so it covers nothing in the end.The programming assignment have no help, whatsoever it's ""do it"" any language. The 2 programming assignment doesn't have much to do with the course. We don't even talk about the algo to use to do it. It looks like coursera has asked the professor to add a programming assignment to the course and he had 3 minutes to choose what it could be.It shouldn't be advertised in coursera as it is.Ah, forgot to mention that no one replies to the forums,actually no one uses them.I think the subject is very interesting but this course gives a really bad advertising to Coursera, the university and the professor.It needs more work before it's deployed on the platform.I am going to try another Coursera course in the same kind of subject I hope it won't be the same.",1
4350,"No relevance to specialisation. Do not expect to get through this if you have not taken multiple statistics courses at university level or higher maths. Barely any practical application, does not prepare you for final project.",1
264,The Capstone project has been getting delayed since JanDont expect yourself to complete the specialization,1
12338,The course is a wonderfulBut the idea of a peer and the final assignment a very badYou need to wait ... for several days and a waste of your time in order to be assessed by other peopleThese people may be incompetent and give you a zero for no reasonAnd lost your effort and your time,1
16900,"I took up to week 2 and, so far, this course assumes statistics knowledge. I expected it would provide a background on the rather than just run a code and show the results.",1
72900,Would have liked to do the assignments if they weren't all locked by payment requirements,1
63358,"There's no support from the staff. The staff is completely absent in the recent discussion forums, it seems they have abandoned the course few months ago.You have your assignments evaluated by only one peer, and that doesn't protect your final grade from wrong evaluations.",1
18781,"I've done quite a few online courses over the past few years, and I consider this is without doubt the poorest. The lectures do not comprehensively provide the information needed to complete the assignments. I think this is not just my opinion either as posts in the course forum suggest other participants have the same view. The stated module completion times are wildly optimistic. I only managed to complete the course by substantial independent research. Consequently, I would not recommend this course.",1
100650,"Seemed like the Capstone was rushed and turned into an Investment Management course...I signed up to practice business finance modeling not investment management. The instructors did not present any further information and referred students to third-party resources (ie, Investopedia and Youtube). Many students in the forums voiced their frustration. Disappointing course with little added value, and in my opinion, hurts Wharton's image.Overall, the Wharton Online Business Finance Modeling Specialization is not worth the ~US$550. If I could I would ask for a refund.",1
18716,Much of the assignment was out of date. The content was not related to big portion of the assignment. There was no way of getting clarification over the outdated assignment content.,1
21939,The worst! I don't recommend you to take any course from this institute. It is just wasting time and money.,1
72298,"It was interesting to a point, but there was no application of the knowledge gained. It was merely a regurgitation of facts.",1
67205,"The pedagogy in this course is truly horrible. It is severely lacking concrete relevant real world examples - in the beginning of each lecture would be super - motivating each technique. This is kind of a dealbreaker. Furthermore the material is REALLY dry and theoretical, lacking pragmatic problem solving. IMO way too much time and energy is wasted on history, name-dropping and dry mathematical backrounds. Andrew Ng of Stanford University, with his course ""Machine Learning"" is a great example of how it can and should be done.Suffice to say it would be much more smoth, fun and efficient to start with 1) current real world relevant problem(s) motivating the technique, then 2) a clear description of the technique - with concrete examples mapping the theory to practice. This last part is super important and is what is lacking the most in the course. One more thing, the quizes and questions makes alot of silent and weird assumptions, often not even clearly relating to the lecture materials. There are also technical bugs and missing images in the quizes. Suffice to say this is a real dealbreaker.",1
96423,"Difficult to understand, not a good explainer.",1
24473,Lectures are in Hebrew. English subtitles are in Hebrew also. Completely useless unless you understand Hebrew. I am about to drop this class.,1
4903,"The articles that were limited were actually somewhat helpful. The google hangouts seemed lackluster and draining. I would recommend more substance in the videos, or MoMA might switch to an article/book MOOC that doesn't rely as much as people talking about their opinion without a ton of evidence or support. Wouldn't recommend participating in this MOOC",1
103843,"this was thefirst course i payed for and unfortunately the worst expierience.lack of content beyond the stuff in the available simple swift tutorials andfrom an eduucational pint of view afwully if at all preparedits as shame that i cannot give this ""course"" ZERO stars which it deserves!i should have checked the very negative feedback of the former participants before bying iti will be much MUCH more alert regarding content on coursera from now on",1
12403,"I have enrolled in this twice but can't see the course content. Every time I click ""go to course"" I get directed to the description of the course. Where are the lecture videos and other course content?",1
90312,The assignments and weekly work is by far much more than the hours estimated. Finally I feel as I didn't learn anything.,1
30563,"Course could have earn my stars.Money, money, money is not the way to go.",1
18685,"Honestly not a very well designed course. I went through the videos and tests for weeks 1 and 2 and found that it's just rushing us through the basics while not really telling us much. Much of it was ""here's an introduction to a tiny detail... You go find out the rest""..",1
9916,I thought it was free. I might was well go to Google to learn Android development.,1
39243,"The videos were very tedious and convoluted, in addition to being outdated. Almost all of the methods were deprecated by the time I was taking this course. I wouldn't recommend this course at all.",1
53363,"Sucks....The audio quality sucks, the video quality is also miserable. The topic is good though.",1
17396,"The course do not match its price at all, it is catastrofically sketchy. First time while using Coursera I am so much unsatisfied with some course.",1
79406,Poor quality videos make the course less appealing and make it seems to be unprofessional,1
90563,"The other modules that I have done in this specialisation have been great. The lecturers are insightful and the courses have been at the right pace. This particular module was flat, to say the least. I paid €43 to learn a small amount of markdown syntax, and the quizzes and the weeks didn't even match up!",1
99595,"This course was a extremely introductory course in excel. I would not recommend it to anyone, especially at the cost of $95. Aside from getting yourself thinking about using Excel and some minor lessons learned, I found it to be a complete waste of time.",1
79683,"The professor teaches by reading the slides and does not even bother to explain the concepts. The course contents might be interesting, but now I'm dropping this course because they are not explaining any concepts but are just giving facts to memorize.",1
90286,"Sloppy, unorganized, and poorly presented. Try the similar class on EdX and YouTube for a much better and clear explanation and presentation.",1
1148,the tests are difficult.,1
79191,"I'm sorry to say this Course is really boring, poor in resources and I'm sorry to say this but it's the worse Coursera Course I've attended .",1
104811,Very disappointing!!!!!!!too much emphasis on mathematical notations....where are the practical applications?lack of examples....it seemed more of a prose than a lecture....would not recommend to a beginner.Period,1
92452,Very poorly organised material and illustration,1
72459,Not happy about course 5 & 6 got cancelled.,1
104483,The course was choppy,1
93540,"The course is misleading - the difficulty ramps up too quickly, with the result that those who do not have a programming background will not be able to keep up. It should be toned down and reworked, or split into two courses. Cramming everything into 4 weeks makes everything too difficult.",1
3956,One week of this course was only marginally relevant to the subject. The instructor even said as much.,1
34331,"The most boring course i have ever done in my life... Soporific course, Content interesting, but professor is just reading slides, with reading mistakes every 2-3 words. I would not recommend this course at all.",1
83382,make the other ones free,1
49843,This is a very bad course I wouldn't recommend it to anyone as it doesn't concern to any coding.,1
11575,"I was really, really hoping that this course would be educational. I personally work with an individual with AS and I excepted to have a better insight into some of the things he goes through. So far, however, I have found many of the lectures condescending. As a person with a disability I find it highly offensive when people speak like they're doing the person with whatever kind of disability a favor for even helping them. People with disabilities are just that, people.",1
51021,"poorly constructed, too simplistic and too slow",1
82198,the coarse needs a lot of improvement for the explaining way and the data offered way,1
6577,too hard to follow,1
21858,"Lectures and other material just don't cover the information needed in the course project. Majority of the learning has to be done outside of this course, in order to pass the course project.I cannot recommend this course anyone who is not deeply familiar with the topic already. The course project is truly frustrating!",1
103331,Repeats the same information over and over,1
24918,"I'm sorry to say this is a poor course. The audio is bad, the sound editing is bad, the ""videos"" are mainly static slides that sometimes aren't even showing what the audio is talking about. There are no worked examples or annotated slides. As an example, there's no discussion of the difference between WordPress.org and WordPress.com. The only time that is mentioned is when they touch on plugins, where they say you can't use them if you started with WordPress.com! The additional lectures by guest website designers were the most interesting part, but they were supposed to be after the final project. I just gave up after less than an hour and went and played with WordPress myself. Created a website in 2 days, but with no help from this course.",1
10829,"I think this course has very interesting information but it needs a way better format. It needs agile presentations, better, infographics, graphics and design and to be much more flexible and fun.I have not finished it but it does not make me get involved in the content even it is very interesting.It needs a better script and handling of the information to be able to conect with new students.",1
88289,"I did all four courses - the whole specialization. Each course in itself was aright and I learned new things. However, the course certificate is meaningless. It neither states the content nor the effort (for example the hours). Instead, it even says ""non-credit course"". This is despite the fact that the course equates ""35 PDU's"" and ""counts towards the UCI Project Management Certificate Programm""; as it was described in the FAQ. I feel betrayed. How can I apply with such a meaningless peace of paper anywhere?",1
95489,"The jupyter notebook made this a horrid experience. Plus Coursera really doesn't want you to bother them with your silly questions, relying on peer-forums. If you scroll through the week's discussion forums, many student posts go ignored.You can't drop the course past the second (I guess) week so the system will keep on keeping on long after you've given up on trying to figure out the janky notebook thing.Will not return to Coursera for any reason. Breathtakingly bad experience.",1
71811,"Unfortunately I think the level for this course is very low and not worth paying for, it has a very local perspective of logistics (not involving international logistics but only US operations), there's no communication with the professor or assistants, so it's basically watching a few very short videos explaining general concepts that apply only to certain types of operations.The assignments are very vague, with no requirements or restrictions provided, basically anyone can write anything and as long as you follow the requested format it will be graded ok; grading is not based content and therefore there's no way to know whether you're learning and applying the concepts properly or not.Wouldn't recommend paying for it.",1
83081,to much math,1
105811,"Excellent course content but very poorly designed quizzes. More clarity is needed in formulating questions, since different pages have different values for the same data sets (even on the same website such as the World Bank indicator datasets) and it will be difficult for students to get the right answers.",1
39969,The gobbledygook mooc. Worst bunch of talking a lot and saying nothing I ever encountered.,1
4423,"Complex concepts (e.g., regression), which cannot be taught in such a short course format (I know from extensive prior training), are taught here in an arcane way. I don't know how students without prior knowledge on these topics (e.g., regression, ROC curve analysis) could possibly understand this when taught this way.Course is also in an 'early draft' mode, with plenty of mistakes in the videos/slides. The course (and specialization) really tarnishes - instead of enhancing - this institution's outside image and reputation.Really a deception; sorry I took this class and specialization, a complete waste of my time and money. The initial presentation was misleading (and I have found online many people sharing the same feeling).",1
103717,just reading the materials,1
89091,The pronunciation of the lectors is more than awful! Their English is quite unsuitable for video lectures! So I quit the course. It is just a torture listening to them!,1
11733,"I had a very poor experience being graded by peers. Although the Capstone Project Assignment itself is EXCELLENT, the peer grading rubric is not. I was not fairly graded, and I am sure of this 100%.",1
92455,Poor lectures by one of the instructors makes it hard to listen.,1
60946,"Huge backlog of assignments from other sessions of the course that are waiting for peer reviews makes it very difficult to get your own assignment peer reviewed, even if you submit before deadline. Course content is not substantiated with research. Assignment instructions and grading criteria are badly misaligned, which is probably why there is such a big backlog of old assignments from earlier sessions.The person responsible for the course should take the following actions:1) Aligning the grading criteria with the assignment instructions2) Clearing out the backlog of assignments that have not yet been peer reviewed. I estimate that there are 50-100 still pending review, many were submitted almost one year ago.",1
65883,"The female lecture's speech is so fast and unclear, even though the subject itself is very interesting but I have to leave this class.",1
17695,A little devoid of depth.,1
34531,amateurish presentation. and there is some technical issue with the content. the video gets stuck a lot and the problem is not my internet.,1
104273,It's often not clear the point the professor of this course is trying to make. Instead he often seems to ramble pointing out a 100 little questions that a world designer might ask himself/herself during the process without ever focusing on any. The reader is left not knowing what the key take aways were,1
6561,"I think the teacher had to little expression , it was like he was reading loud, and I felt I might have red the text myself. I lacked some enthusiasm",1
